job_title,qualification,work_experience_years,job_description,communication_interpersonal,teamwork,problemsolving_analyticalthinking,timemanagement,leadership,creativity,stressmanagement,independent_selfmotivated
AnalystProgrammer,ProCert,3.9873295116624585,This position requires soft skills,1,1,0,1,0,1,0,1
SeniorDeveloper,GradDiploma,4.3283418574447845,This position requires soft skills,1,1,1,0,0,0,0,0
ITManager,AdvDiploma,3.2074841675912182,This position requires soft skills,1,1,0,0,0,1,1,1
Developer_Programmer,Diploma,16.467803129643407,This position requires soft skills,0,1,1,1,0,0,1,1
ITManager,PostGradDiploma,11.526057854928348,This position requires soft skills,1,0,1,1,1,1,1,1
SeniorDeveloper,GradDiploma,0.994562388302318,This position requires soft skills,1,0,0,0,0,0,1,1
WebDeveloper,Degree,19.703539960384198,This position requires soft skills,1,1,1,1,0,1,1,1
TeamLead,PostGradDiploma,2.727914903079548,This position requires soft skills,1,1,1,1,0,1,0,1
TeamLead,Diploma,17.648655230689627,This position requires soft skills,1,1,1,1,1,0,0,1
SeniorSoftwareEngineer,Master,7.1907347067401215,This position requires soft skills,0,0,1,1,1,1,1,1
AnalystProgrammer,Degree,1.571559072297328,This position requires soft skills,0,0,1,0,1,1,0,0
ITManager,Master,6.653516779580167,This position requires soft skills,1,1,1,1,0,1,0,1
ITManager,PostGradDegree,9.681164336541382,This position requires soft skills,1,1,1,1,1,1,1,1
TeamLead,ProDegree,0.8601638891113924,This position requires soft skills,1,1,0,0,0,0,1,0
Developer_Programmer,TechCert,0.4204668908479113,This position requires soft skills,0,1,0,1,1,0,1,0
SoftwareQuality_TestEngineer,PhD,4.057622702817653,This position requires soft skills,0,1,0,0,1,1,1,0
TeamLead,ProDegree,5.292072812666216,This position requires soft skills,0,0,0,1,0,0,1,1
AnalystProgrammer,GradDiploma,4.494693862816826,This position requires soft skills,0,1,0,1,0,0,1,1
SoftwareQuality_TestEngineer,PhD,8.037994876575151,This position requires soft skills,1,1,1,1,1,0,1,1
SeniorDeveloper,AdvDiploma,3.875794603668324,This position requires soft skills,1,0,1,1,0,0,0,1
SeniorSoftwareEngineer,ProDegree,3.0729580280636175,This position requires soft skills,0,0,1,0,0,0,0,1
ITManager,Master,4.6354023647438005,This position requires soft skills,1,1,1,0,0,1,0,0
WebDeveloper,Master,2.648722347803699,This position requires soft skills,0,0,0,1,0,0,0,1
SeniorSoftwareEngineer,TechCert,1.4962469900362545,This position requires soft skills,1,1,0,0,0,1,0,0
SoftwareEngineer,GradDiploma,13.068658445927547,This position requires soft skills,1,1,1,1,0,1,1,1
SeniorSoftwareEngineer,ProCert,4.472067870016513,This position requires soft skills,0,1,1,1,0,1,1,1
WebDeveloper,PostGradDegree,0.18417835383175618,This position requires soft skills,0,1,1,1,0,0,0,1
SoftwareDeveloper,ProCert,1.561203642712125,This position requires soft skills,1,0,1,1,0,1,1,0
SystemAnalyst,NA,15.318383973833104,This position requires soft skills,1,1,1,1,1,1,1,0
ApplicationEngineer_Specialist,GradDiploma,2.6113016656096515,This position requires soft skills,0,0,1,1,0,0,0,0
BusinessAnalyst,PostGradDegree,17.940141769504528,This position requires soft skills,1,1,1,1,1,1,1,0
Developer_Programmer,GradDiploma,3.0698060660995945,This position requires soft skills,1,0,0,0,0,0,1,1
AnalystProgrammer,Degree,14.92110878251189,This position requires soft skills,1,0,0,1,0,1,1,1
Solution_SoftwareArchitect,PhD,2.982729290689351,This position requires soft skills,0,1,1,1,0,0,1,0
SeniorDeveloper,Degree,2.1376805336226643,This position requires soft skills,1,1,0,0,1,1,0,0
SoftwareQuality_TestEngineer,NA,2.985944798759419,This position requires soft skills,0,1,1,1,0,1,0,0
SeniorDeveloper,PostGradDegree,9.192716014372401,This position requires soft skills,1,1,1,1,1,1,1,0
SystemAnalyst,PhD,8.291197544687432,This position requires soft skills,1,0,1,1,1,0,1,1
SoftwareDeveloper,PhD,5.125350593797663,This position requires soft skills,1,1,0,1,1,1,1,1
ProjectManager,Degree,2.7867651342315995,This position requires soft skills,1,1,0,0,1,0,0,0
ITManager,PostGradDegree,1.3398427949449576,This position requires soft skills,0,1,0,1,1,0,0,1
SeniorSoftwareEngineer,Master,4.875290031656311,This position requires soft skills,1,1,0,1,0,0,0,1
SoftwareDeveloper,ProCert,0.5203202540790152,This position requires soft skills,0,0,0,1,0,0,0,1
SoftwareDeveloper,PostGradDegree,0.5612445027720853,This position requires soft skills,1,0,0,0,0,0,1,0
ITManager,GradDiploma,11.92404198004748,This position requires soft skills,1,1,1,1,1,0,0,1
Developer_Programmer,Degree,2.1960585603208176,This position requires soft skills,0,1,1,0,0,0,0,0
Solution_SoftwareArchitect,HigherDiploma,2.8551877030692037,This position requires soft skills,1,0,1,0,1,0,1,0
SystemAnalyst,AdvDiploma,2.0911861578005957,This position requires soft skills,1,1,0,1,0,1,1,1
SystemAnalyst,PostGradDegree,6.416853467131703,This position requires soft skills,0,1,1,0,1,0,0,0
ITManager,Diploma,3.795531077977758,This position requires soft skills,1,0,1,1,0,0,0,0
AnalystProgrammer,GradDiploma,1.9608858685324795,This position requires soft skills,0,0,0,1,1,1,0,1
SoftwareEngineer,ProCert,7.22946810186541,This position requires soft skills,1,1,0,1,0,1,0,1
Solution_SoftwareArchitect,PhD,5.710888306659646,This position requires soft skills,0,1,1,0,1,1,0,1
Solution_SoftwareArchitect,Degree,8.770999484261415,This position requires soft skills,1,0,1,1,1,1,1,0
Developer_Programmer,Degree,5.361626908319115,This position requires soft skills,0,1,1,0,1,1,0,1
ITManager,HigherDiploma,16.05536528235905,This position requires soft skills,1,0,1,1,1,1,1,1
ProjectManager,ProCert,4.302934809919064,This position requires soft skills,1,1,1,1,1,1,1,0
Solution_SoftwareArchitect,Diploma,15.285438564184444,This position requires soft skills,0,1,1,1,1,1,1,0
AnalystProgrammer,PostGradDegree,7.0354680169981725,This position requires soft skills,1,1,0,0,0,0,0,1
SoftwareEngineer,NA,4.638823856400208,This position requires soft skills,0,0,1,0,1,0,1,0
Developer_Programmer,PostGradDegree,5.666897665486285,This position requires soft skills,0,1,0,0,1,0,0,1
SoftwareEngineer,Degree,5.070854410201308,This position requires soft skills,1,1,0,1,1,1,1,1
SeniorDeveloper,GradDiploma,3.2133586875297424,This position requires soft skills,0,0,1,1,0,1,1,0
AnalystProgrammer,Degree,4.177883069342077,This position requires soft skills,1,1,1,1,1,0,1,1
TeamLead,Diploma,1.299706582866899,This position requires soft skills,1,1,0,0,0,0,0,1
BusinessAnalyst,GradDiploma,10.91746794084398,This position requires soft skills,1,0,1,1,1,0,1,0
ITManager,HigherDiploma,6.9676763556134755,This position requires soft skills,1,1,0,1,0,0,0,1
SystemAnalyst,GradDiploma,4.330391478764158,This position requires soft skills,1,1,1,1,1,1,1,1
BusinessAnalyst,Degree,13.622128514330072,This position requires soft skills,0,1,1,0,1,1,1,1
WebDeveloper,ProDegree,6.605966425792722,This position requires soft skills,1,1,1,1,1,1,1,0
SoftwareEngineer,PostGradDegree,3.008761655250784,This position requires soft skills,1,1,1,0,0,0,0,0
Solution_SoftwareArchitect,TechCert,9.345494989735034,This position requires soft skills,1,1,1,1,1,1,1,0
Solution_SoftwareArchitect,PostGradDiploma,3.2823674064573476,This position requires soft skills,1,1,0,0,0,1,0,1
WebDeveloper,PostGradDiploma,2.526412116059174,This position requires soft skills,0,1,0,1,0,0,0,1
ProjectManager,ProDegree,12.28253354231228,This position requires soft skills,1,1,1,1,1,1,1,0
SoftwareEngineer,Diploma,6.972095555787641,This position requires soft skills,1,1,1,0,1,0,1,1
Developer_Programmer,PhD,14.678104540510596,This position requires soft skills,1,1,1,1,1,1,0,1
ITManager,PostGradDegree,3.005645621614585,This position requires soft skills,0,1,1,0,0,1,0,1
SeniorSoftwareEngineer,PostGradDiploma,13.40662151250089,This position requires soft skills,0,1,1,0,1,0,1,1
ApplicationEngineer_Specialist,Degree,0.3342800856707339,This position requires soft skills,1,1,0,0,1,1,1,1
ApplicationEngineer_Specialist,ProCert,0.16934847775595296,This position requires soft skills,0,1,0,0,0,0,1,0
ITManager,AdvDiploma,0.7540983140660596,This position requires soft skills,0,0,0,0,0,0,0,1
ITManager,PostGradDegree,5.591814259475056,This position requires soft skills,1,1,1,1,0,1,0,1
ApplicationEngineer_Specialist,Degree,5.406969751790264,This position requires soft skills,0,1,0,1,0,1,1,0
Developer_Programmer,GradDiploma,2.906731993759937,This position requires soft skills,1,1,0,0,0,0,1,1
SoftwareDeveloper,TechCert,7.669632325420092,This position requires soft skills,1,1,1,1,0,0,1,1
SoftwareEngineer,Diploma,2.0070911542482155,This position requires soft skills,0,1,0,1,1,0,0,0
SeniorSoftwareEngineer,GradDiploma,0.24376188291706455,This position requires soft skills,0,1,1,1,0,0,0,1
SoftwareQuality_TestEngineer,GradDiploma,2.4957518598802455,This position requires soft skills,0,0,1,1,0,0,0,0
WebDeveloper,PostGradDegree,4.916368846546067,This position requires soft skills,0,1,0,0,1,1,1,1
ITManager,NA,0.09175710639061709,This position requires soft skills,0,1,0,0,1,0,1,1
SeniorSoftwareEngineer,PhD,3.149902413164515,This position requires soft skills,0,0,0,0,0,0,1,0
ProjectManager,AdvDiploma,8.91646014949704,This position requires soft skills,1,1,0,1,1,1,1,1
WebDeveloper,Diploma,13.75844822817325,This position requires soft skills,1,1,1,1,1,0,0,1
SoftwareEngineer,NA,0.30732327639677676,This position requires soft skills,1,0,0,1,0,0,0,0
SoftwareEngineer,ProDegree,0.6557729893775814,This position requires soft skills,0,1,1,1,0,0,0,0
ProjectManager,TechCert,7.25691722450604,This position requires soft skills,1,1,1,1,0,0,1,1
AnalystProgrammer,HigherDiploma,17.881573882158996,This position requires soft skills,1,1,1,1,1,1,1,1
ApplicationEngineer_Specialist,PostGradDiploma,2.475798239925639,This position requires soft skills,0,0,1,1,1,1,0,0
SeniorSoftwareEngineer,AdvDiploma,14.010031691993802,This position requires soft skills,1,1,1,0,1,1,1,1
SoftwareEngineer,Degree,9.993269112383835,This position requires soft skills,1,0,1,1,1,0,0,1
ITManager,PostGradDegree,4.803888947156567,This position requires soft skills,1,1,0,1,1,1,1,0
ITManager,ProDegree,5.874116464607669,This position requires soft skills,0,0,1,1,0,1,1,0
Solution_SoftwareArchitect,TechCert,6.400249122588518,This position requires soft skills,1,0,1,0,1,0,0,1
SeniorDeveloper,TechCert,3.2793604862472714,This position requires soft skills,1,0,0,1,0,0,0,0
BusinessAnalyst,Degree,6.110102542815892,This position requires soft skills,0,1,1,1,0,1,1,0
SeniorDeveloper,ProDegree,4.546166745051715,This position requires soft skills,1,1,0,1,1,1,1,0
SoftwareDeveloper,TechCert,0.7869785681629109,This position requires soft skills,0,0,1,0,0,1,0,0
SoftwareDeveloper,NA,15.453817138374806,This position requires soft skills,1,1,1,1,0,1,1,1
AnalystProgrammer,ProDegree,0.5320173879152136,This position requires soft skills,0,0,0,0,0,0,1,1
WebDeveloper,ProCert,1.76037492457742,This position requires soft skills,1,1,0,0,1,0,0,0
BusinessAnalyst,PostGradDegree,19.52706036995297,This position requires soft skills,1,1,1,1,1,1,0,1
SoftwareDeveloper,Degree,5.616554150863394,This position requires soft skills,0,1,1,1,0,1,0,1
SoftwareDeveloper,TechCert,4.582440630814362,This position requires soft skills,0,1,1,1,1,1,0,1
ProjectManager,Diploma,6.324328944572102,This position requires soft skills,1,0,1,0,0,0,1,1
AnalystProgrammer,Degree,16.670119724850416,This position requires soft skills,1,1,1,1,1,1,1,1
SystemAnalyst,PostGradDiploma,3.714435102384933,This position requires soft skills,0,1,0,0,0,1,1,0
SeniorSoftwareEngineer,HigherDiploma,6.632177434495284,This position requires soft skills,1,0,0,1,0,1,0,0
WebDeveloper,AdvDiploma,6.9449748140799725,This position requires soft skills,1,1,0,1,0,1,1,1
SeniorDeveloper,NA,1.1809100794449654,This position requires soft skills,1,1,0,0,0,0,1,1
SeniorSoftwareEngineer,PhD,3.0989765165943113,This position requires soft skills,1,0,0,0,0,1,0,1
SoftwareDeveloper,Degree,6.772252497692829,This position requires soft skills,1,1,1,0,0,0,0,1
SoftwareQuality_TestEngineer,NA,3.043318456285613,This position requires soft skills,0,0,0,0,0,0,0,0
SoftwareDeveloper,NA,6.387205426293098,This position requires soft skills,1,0,1,1,0,1,1,1
SoftwareQuality_TestEngineer,Master,2.104651399865286,This position requires soft skills,0,1,0,0,0,0,1,1
AnalystProgrammer,ProDegree,6.278183786761689,This position requires soft skills,1,0,0,1,1,1,1,1
SoftwareEngineer,Diploma,4.771645693734642,This position requires soft skills,0,0,1,0,0,1,0,1
TeamLead,PostGradDiploma,8.22690325356058,This position requires soft skills,1,1,0,1,1,1,1,1
ApplicationEngineer_Specialist,GradDiploma,10.075185215757724,This position requires soft skills,1,1,1,1,1,1,0,1
SystemAnalyst,HigherDiploma,14.534660314213944,This position requires soft skills,0,0,1,1,1,1,1,1
TeamLead,NA,17.360062665963838,This position requires soft skills,1,1,0,1,1,1,0,1
Solution_SoftwareArchitect,Degree,0.6278939535698946,This position requires soft skills,0,1,1,0,0,0,0,1
BusinessAnalyst,Degree,0.6462500213920308,This position requires soft skills,0,0,0,1,0,0,0,1
SeniorSoftwareEngineer,HigherDiploma,2.1017781038445453,This position requires soft skills,1,1,0,1,0,0,1,1
WebDeveloper,Master,5.364399328493709,This position requires soft skills,0,1,0,0,1,0,1,1
ProjectManager,HigherDiploma,2.2058056487409075,This position requires soft skills,0,1,0,1,0,1,0,1
WebDeveloper,TechCert,1.3537969288450606,This position requires soft skills,0,0,1,1,0,0,0,0
SoftwareDeveloper,AdvDiploma,3.2723803337869333,This position requires soft skills,0,1,0,0,0,0,0,0
Solution_SoftwareArchitect,NA,6.139678544235963,This position requires soft skills,1,1,0,0,1,0,0,0
SeniorDeveloper,ProCert,6.418918874399777,This position requires soft skills,1,1,0,1,1,0,1,0
Developer_Programmer,GradDiploma,3.5504022712178824,This position requires soft skills,1,1,0,1,1,1,1,1
ITManager,AdvDiploma,7.248163477839306,This position requires soft skills,0,1,1,0,0,0,0,1
SeniorSoftwareEngineer,PostGradDegree,13.67992176317127,This position requires soft skills,0,1,1,1,1,0,0,0
AnalystProgrammer,Master,17.909366163032246,This position requires soft skills,1,1,1,0,1,1,1,1
SoftwareDeveloper,NA,2.7233486750257083,This position requires soft skills,1,0,0,1,0,0,1,0
ProjectManager,Diploma,1.701729487360188,This position requires soft skills,1,1,0,1,0,1,0,0
SystemAnalyst,Master,0.6853752175896048,This position requires soft skills,1,0,1,0,0,1,1,0
SeniorSoftwareEngineer,Master,1.3769503618725079,This position requires soft skills,0,1,0,0,1,0,0,0
SoftwareQuality_TestEngineer,ProCert,5.4758340603031685,This position requires soft skills,0,0,0,1,0,0,1,0
TeamLead,AdvDiploma,2.759962660761757,This position requires soft skills,0,1,1,1,0,1,1,0
SeniorDeveloper,GradDiploma,16.375870506130596,This position requires soft skills,1,1,1,1,0,1,1,1
Developer_Programmer,PostGradDiploma,7.168230133591717,This position requires soft skills,1,1,0,1,1,1,1,1
Developer_Programmer,Diploma,4.295648918745132,This position requires soft skills,0,0,1,0,0,1,0,0
SoftwareQuality_TestEngineer,NA,4.074980816919396,This position requires soft skills,1,1,1,0,0,0,1,0
Solution_SoftwareArchitect,NA,11.095889465193167,This position requires soft skills,1,1,1,0,0,0,1,1
SeniorDeveloper,ProCert,2.959160146026316,This position requires soft skills,1,1,0,0,0,0,0,0
WebDeveloper,PostGradDiploma,6.005633004008671,This position requires soft skills,0,1,0,1,0,1,1,0
SoftwareQuality_TestEngineer,GradDiploma,4.656830170178209,This position requires soft skills,1,1,1,0,0,0,1,1
SeniorDeveloper,HigherDiploma,0.41514419324734847,This position requires soft skills,1,1,0,0,0,0,1,1
SeniorSoftwareEngineer,NA,6.874603269299761,This position requires soft skills,1,0,0,0,0,1,1,0
WebDeveloper,Master,3.9871966206037492,This position requires soft skills,1,1,1,0,0,1,0,1
SoftwareEngineer,Diploma,19.065754585259235,This position requires soft skills,1,1,1,1,1,1,0,1
SeniorDeveloper,NA,0.05533186774719112,This position requires soft skills,0,0,1,1,1,0,0,1
Developer_Programmer,ProCert,6.213474104157667,This position requires soft skills,1,1,0,0,1,0,0,1
ApplicationEngineer_Specialist,HigherDiploma,0.3700265648768282,This position requires soft skills,0,0,0,1,0,0,0,0
SoftwareEngineer,ProCert,1.3598726824159988,This position requires soft skills,1,0,0,0,0,1,1,1
Developer_Programmer,ProDegree,2.480145810138046,This position requires soft skills,1,0,0,0,0,0,0,1
Solution_SoftwareArchitect,AdvDiploma,6.143021612236141,This position requires soft skills,1,1,1,0,1,1,0,1
SeniorSoftwareEngineer,HigherDiploma,4.127378106852119,This position requires soft skills,1,1,0,1,1,0,1,1
AnalystProgrammer,Degree,7.345076392721047,This position requires soft skills,1,1,0,1,0,0,0,0
AnalystProgrammer,PhD,4.391845905869189,This position requires soft skills,1,1,1,0,1,0,1,1
ApplicationEngineer_Specialist,Degree,1.496574975699435,This position requires soft skills,1,0,1,1,0,1,1,1
AnalystProgrammer,Master,10.460231001373913,This position requires soft skills,1,0,1,1,0,1,1,1
SeniorDeveloper,PhD,1.2615170367213946,This position requires soft skills,1,0,0,1,0,0,1,0
ITManager,PhD,2.9471609630175717,This position requires soft skills,0,0,1,1,0,0,0,0
ProjectManager,ProDegree,0.6852222365957934,This position requires soft skills,1,1,0,0,0,1,1,0
AnalystProgrammer,PostGradDiploma,3.550072463604666,This position requires soft skills,0,1,0,1,1,1,1,0
Solution_SoftwareArchitect,TechCert,5.571107008712479,This position requires soft skills,1,1,0,0,1,1,0,1
SoftwareQuality_TestEngineer,ProCert,0.2367131783508443,This position requires soft skills,0,0,0,0,0,1,0,1
Solution_SoftwareArchitect,AdvDiploma,10.685264697885849,This position requires soft skills,0,1,1,1,0,1,1,0
ITManager,NA,1.6923179053799493,This position requires soft skills,0,1,1,0,0,0,1,0
ProjectManager,GradDiploma,3.992559423485045,This position requires soft skills,0,1,1,1,1,1,0,0
TeamLead,HigherDiploma,14.08280053361452,This position requires soft skills,1,1,1,1,1,1,1,1
Developer_Programmer,PostGradDegree,1.2405467153832004,This position requires soft skills,0,0,1,0,0,0,1,1
SeniorSoftwareEngineer,ProDegree,2.3426788880005796,This position requires soft skills,1,0,1,0,0,0,0,0
TeamLead,AdvDiploma,4.604940923245397,This position requires soft skills,0,0,1,0,1,0,1,1
SoftwareQuality_TestEngineer,Degree,0.9405552991293564,This position requires soft skills,0,0,0,0,0,1,1,1
ApplicationEngineer_Specialist,GradDiploma,8.103851803301898,This position requires soft skills,1,1,1,1,1,0,0,1
ProjectManager,PostGradDiploma,1.8851922575303097,This position requires soft skills,1,0,0,1,0,1,0,0
SystemAnalyst,PostGradDegree,16.552296604078258,This position requires soft skills,1,1,1,1,1,0,0,1
SoftwareQuality_TestEngineer,PostGradDegree,8.791855208712285,This position requires soft skills,1,0,1,1,1,1,0,1
WebDeveloper,PostGradDiploma,6.77123637464555,This position requires soft skills,1,0,1,1,0,1,1,0
AnalystProgrammer,PostGradDiploma,0.8195204652860243,This position requires soft skills,1,0,0,1,0,0,0,1
AnalystProgrammer,PostGradDegree,6.573621708463735,This position requires soft skills,1,1,1,1,0,1,0,0
SoftwareEngineer,ProDegree,1.7560506769848712,This position requires soft skills,0,0,0,1,0,1,0,0
ProjectManager,ProDegree,3.190631875116417,This position requires soft skills,0,0,0,0,0,0,1,0
Solution_SoftwareArchitect,Degree,5.68037410212551,This position requires soft skills,0,1,1,1,1,0,1,1
AnalystProgrammer,TechCert,7.342772572579513,This position requires soft skills,1,1,1,1,0,1,0,1
SeniorSoftwareEngineer,NA,4.301917393877794,This position requires soft skills,1,0,1,0,1,1,1,1
SoftwareDeveloper,TechCert,4.351067145794298,This position requires soft skills,0,1,1,1,1,1,1,1
WebDeveloper,ProDegree,1.0342947073226452,This position requires soft skills,1,1,1,1,1,0,1,0
BusinessAnalyst,Degree,4.210961831403825,This position requires soft skills,0,0,1,0,0,1,1,0
ITManager,Diploma,6.665970927790797,This position requires soft skills,1,1,1,1,0,1,1,0
TeamLead,Diploma,0.26039660015837846,This position requires soft skills,1,1,0,1,0,0,1,1
Developer_Programmer,ProCert,0.2612145106080613,This position requires soft skills,1,0,0,1,0,0,1,0
ApplicationEngineer_Specialist,AdvDiploma,3.094384789174363,This position requires soft skills,1,1,0,0,0,0,0,0
Solution_SoftwareArchitect,PostGradDiploma,17.488067889023522,This position requires soft skills,1,1,0,1,1,1,1,1
Solution_SoftwareArchitect,ProCert,18.94719145765039,This position requires soft skills,1,1,1,1,1,1,1,1
SoftwareQuality_TestEngineer,Master,3.627409630422812,This position requires soft skills,1,1,1,1,1,0,1,1
BusinessAnalyst,GradDiploma,4.557417587227029,This position requires soft skills,1,1,0,0,0,0,1,0
AnalystProgrammer,TechCert,1.8186162472486869,This position requires soft skills,0,1,0,1,0,1,0,0
AnalystProgrammer,ProDegree,8.716803268295951,This position requires soft skills,1,0,1,1,1,1,1,1
AnalystProgrammer,TechCert,5.362095075077288,This position requires soft skills,0,1,1,0,0,1,0,0
SoftwareQuality_TestEngineer,NA,4.250842801841063,This position requires soft skills,1,1,1,1,0,1,0,0
SoftwareDeveloper,Degree,0.4790474402963633,This position requires soft skills,0,0,0,0,0,0,1,0
WebDeveloper,Diploma,7.338199882071452,This position requires soft skills,1,1,1,1,1,1,1,1
ApplicationEngineer_Specialist,TechCert,3.7812686812530414,This position requires soft skills,1,0,1,1,0,0,1,0
SeniorSoftwareEngineer,ProCert,5.46251093546411,This position requires soft skills,1,0,1,1,1,0,0,1
SeniorDeveloper,PostGradDegree,2.38747316860315,This position requires soft skills,0,1,1,1,0,0,1,1
AnalystProgrammer,ProCert,2.78450375403282,This position requires soft skills,1,1,0,0,0,0,0,0
SeniorDeveloper,PhD,7.156534712315885,This position requires soft skills,0,0,0,0,1,1,1,1
SeniorSoftwareEngineer,Diploma,0.9503915248132901,This position requires soft skills,1,0,0,1,1,1,0,0
TeamLead,ProCert,4.5562398800409705,This position requires soft skills,1,0,0,1,0,1,1,0
ApplicationEngineer_Specialist,Degree,0.7240909815263139,This position requires soft skills,0,1,1,0,0,0,1,1
Developer_Programmer,ProDegree,7.296865484962488,This position requires soft skills,1,0,1,1,0,1,1,1
SoftwareQuality_TestEngineer,NA,4.892694455702477,This position requires soft skills,1,0,1,1,1,0,1,1
SoftwareEngineer,Diploma,16.99227865013415,This position requires soft skills,1,1,1,1,0,0,1,1
ITManager,AdvDiploma,6.523225207165472,This position requires soft skills,1,1,1,1,0,1,0,0
Solution_SoftwareArchitect,NA,8.23969328024081,This position requires soft skills,1,1,1,1,1,1,0,1
SeniorSoftwareEngineer,NA,5.693192178062366,This position requires soft skills,1,1,1,1,0,1,0,0
AnalystProgrammer,GradDiploma,4.950460462664587,This position requires soft skills,0,0,0,1,0,0,1,1
ITManager,TechCert,6.884488883996694,This position requires soft skills,1,1,1,1,1,0,1,1
SoftwareDeveloper,TechCert,6.53885911327103,This position requires soft skills,0,0,1,1,0,1,1,1
SeniorSoftwareEngineer,Master,5.742507577968707,This position requires soft skills,0,0,1,1,0,0,1,1
ProjectManager,TechCert,16.392133601979992,This position requires soft skills,1,1,0,1,1,1,1,1
ProjectManager,ProCert,3.8615152968495834,This position requires soft skills,0,1,1,0,1,1,1,0
SoftwareQuality_TestEngineer,PostGradDegree,12.909862863832014,This position requires soft skills,1,0,1,1,1,1,1,0
TeamLead,TechCert,1.9875818479575642,This position requires soft skills,1,1,0,0,0,0,0,0
BusinessAnalyst,GradDiploma,6.4406289852852465,This position requires soft skills,1,1,1,0,0,0,0,1
SoftwareDeveloper,HigherDiploma,3.9026497857284363,This position requires soft skills,1,1,1,0,0,0,1,0
ProjectManager,PhD,3.1003973217889835,This position requires soft skills,0,1,1,1,0,0,1,1
Developer_Programmer,PhD,16.247685812429452,This position requires soft skills,0,1,1,0,1,1,1,1
Developer_Programmer,Degree,3.8301725732121086,This position requires soft skills,1,1,1,1,1,0,0,0
SeniorSoftwareEngineer,Diploma,2.668701764357153,This position requires soft skills,1,0,0,1,0,0,1,1
ApplicationEngineer_Specialist,GradDiploma,6.711252962371935,This position requires soft skills,1,0,0,1,1,0,1,0
SeniorDeveloper,HigherDiploma,3.546294387211637,This position requires soft skills,0,1,0,1,1,1,0,1
ProjectManager,TechCert,18.73791058123787,This position requires soft skills,0,1,1,1,1,1,1,0
AnalystProgrammer,Master,3.183197471547012,This position requires soft skills,1,1,0,1,0,1,1,1
ProjectManager,Master,0.7172917688242054,This position requires soft skills,0,1,1,0,0,0,0,0
Solution_SoftwareArchitect,Degree,1.8233269329086392,This position requires soft skills,1,1,0,1,0,0,0,0
SeniorSoftwareEngineer,ProCert,0.9564230795731208,This position requires soft skills,1,0,0,1,0,0,1,1
SoftwareQuality_TestEngineer,TechCert,6.552139319844951,This position requires soft skills,0,1,1,0,1,0,0,0
Developer_Programmer,AdvDiploma,10.538328063197564,This position requires soft skills,1,1,1,1,0,0,1,1
Developer_Programmer,ProCert,1.6865257364741026,This position requires soft skills,0,0,0,1,0,0,0,0
SeniorDeveloper,AdvDiploma,4.504605130470939,This position requires soft skills,0,1,1,1,1,1,0,1
SystemAnalyst,ProCert,7.1892623935208135,This position requires soft skills,0,1,0,1,0,0,1,1
Developer_Programmer,Master,5.683864430321419,This position requires soft skills,1,1,1,0,1,0,0,0
SoftwareQuality_TestEngineer,PostGradDegree,1.3183098383310956,This position requires soft skills,1,1,0,1,0,1,1,0
